lookback_period,body_multiplier,backcandles,test_candles,max_drawdown_threshold,Strategy Total Return,Buy and Hold Total Return,Strategy Total Return Improvement,Strategy Sharpe Ratio,Buy and Hold Sharpe Ratio,Strategy Sharpe Ratio Improvement,Strategy Max Drawdown,Buy and Hold Max Drawdown,Strategy Max Drawdown Improvement,Buy Signals,Sell Signals,Hold Signals
10.0,2.0,30.0,5.0,0.6,13.270434080347206,13.820795332482842,-3.982124319879974,0.06315335198489617,0.054985103972787205,14.855383407388908,0.6093091917524467,0.7667059828725817,-20.528963466598213,45,29,1873
10.0,2.0,45.0,5.0,0.6,12.695893889747326,13.820795332482842,-8.139194711115312,0.061433488477944394,0.054985103972787205,11.727511706349727,0.5813203939171555,0.7667059828725817,-24.17948902144348,50,32,1865
10.0,1.0,30.0,5.0,0.6,12.591324449865226,13.820795332482842,-8.895804134571081,0.06280601381991194,0.054985103972787205,14.223688384758526,0.5591988335277206,0.7667059828725817,-27.064761979214474,55,37,1855
30.0,1.0,30.0,5.0,0.6,12.509104522399621,13.820795332482842,-9.490704250575002,0.06266677096062723,0.054985103972787205,13.970450963667854,0.5591988335277206,0.7667059828725817,-27.064761979214474,56,37,1854
50.0,1.0,30.0,5.0,0.6,12.509104522399621,13.820795332482842,-9.490704250575002,0.06266677096062723,0.054985103972787205,13.970450963667854,0.5591988335277206,0.7667059828725817,-27.064761979214474,55,37,1855
10.0,1.5,60.0,10.0,0.6,12.420120454863115,13.820795332482842,-10.13454612360649,0.05826443359198652,0.054985103972787205,5.964032769352031,0.6346948144861743,0.7667059828725817,-17.21796507858297,37,19,1891
30.0,1.0,60.0,10.0,0.6,12.420120454863115,13.820795332482842,-10.13454612360649,0.05826443359198652,0.054985103972787205,5.964032769352031,0.6346948144861743,0.7667059828725817,-17.21796507858297,39,21,1887
10.0,1.0,60.0,10.0,0.6,12.420120454863115,13.820795332482842,-10.13454612360649,0.05826443359198652,0.054985103972787205,5.964032769352031,0.6346948144861743,0.7667059828725817,-17.21796507858297,38,22,1887
50.0,1.0,60.0,10.0,0.6,12.420120454863115,13.820795332482842,-10.13454612360649,0.05826443359198652,0.054985103972787205,5.964032769352031,0.6346948144861743,0.7667059828725817,-17.21796507858297,38,21,1888
10.0,1.0,45.0,5.0,0.6,11.871284135579778,13.820795332482842,-14.105636832065315,0.062161315060535675,0.054985103972787205,13.05119126682031,0.639403529892972,0.7667059828725817,-16.603816302913348,62,46,1839
50.0,1.0,45.0,5.0,0.6,11.793765990094968,13.820795332482842,-14.666517328592313,0.06201981797834352,0.054985103972787205,12.793854148276015,0.6394035298929721,0.7667059828725817,-16.603816302913334,61,45,1841
50.0,2.0,60.0,15.0,0.6,11.761145966141477,13.820795332482842,-14.902538651307545,0.054725991722147156,0.054985103972787205,-0.47124081236308474,0.7020398340756644,0.7667059828725817,-8.434282533525522,18,8,1921
10.0,1.0,45.0,5.0,0.4,11.757691559403742,13.820795332482842,-14.927532920122278,0.06163395403608806,0.054985103972787205,12.092093281466653,0.6132032256726524,0.7667059828725817,-20.021072044437123,67,52,1828
50.0,1.0,45.0,5.0,0.4,11.680915160620083,13.820795332482842,-15.483046527962289,0.06149363128349158,0.054985103972787205,11.83689188607431,0.6132032256726528,0.7667059828725817,-20.021072044437066,66,51,1830
10.0,2.0,30.0,5.0,0.4,11.470131315612306,13.820795332482842,-17.008167477495302,0.05983773367666572,0.054985103972787205,8.825353328930943,0.631041132530364,0.7667059828725817,-17.694507852140212,50,35,1862
10.0,1.5,30.0,5.0,0.6,11.450116465519262,13.820795332482842,-17.152984397300227,0.060581584568774986,0.054985103972787205,10.178175890614932,0.5786654934846013,0.7667059828725817,-24.525762624605836,53,32,1862
50.0,2.0,60.0,10.0,0.4,10.957731218238603,13.820795332482842,-20.715624863608355,0.05569188397023643,0.054985103972787205,1.285402675239132,0.6053177308561578,0.7667059828725817,-21.04956210355344,31,17,1899
30.0,1.0,45.0,5.0,0.6,10.733313537342106,13.820795332482842,-22.3393930730185,0.05988934365340306,0.054985103972787205,8.919215071491037,0.6394035298929721,0.7667059828725817,-16.603816302913334,63,44,1840
30.0,1.0,45.0,5.0,0.4,10.630609843142949,13.820795332482842,-23.082502942808507,0.05938349312087755,0.054985103972787205,7.999237666745447,0.6132032256726528,0.7667059828725817,-20.021072044437066,68,50,1829
50.0,2.0,30.0,15.0,0.6,10.627308562690475,13.820795332482842,-23.1063892704261,0.05230099369343168,0.054985103972787205,-4.881522604165534,0.6289593075881315,0.7667059828725817,-17.96603631138513,11,5,1931
30.0,2.0,60.0,15.0,0.6,10.59985282860092,13.820795332482842,-23.305044510078094,0.053370578762371466,0.054985103972787205,-2.9362956396604925,0.7020398340756644,0.7667059828725817,-8.434282533525522,19,9,1919
30.0,1.5,60.0,15.0,0.6,10.59985282860092,13.820795332482842,-23.305044510078094,0.053370578762371466,0.054985103972787205,-2.9362956396604925,0.7020398340756644,0.7667059828725817,-8.434282533525522,22,10,1915
50.0,1.5,60.0,15.0,0.6,10.59985282860092,13.820795332482842,-23.305044510078094,0.053370578762371466,0.054985103972787205,-2.9362956396604925,0.7020398340756644,0.7667059828725817,-8.434282533525522,20,10,1917
10.0,1.5,60.0,15.0,0.6,10.59985282860092,13.820795332482842,-23.305044510078094,0.053370578762371466,0.054985103972787205,-2.9362956396604925,0.7020398340756644,0.7667059828725817,-8.434282533525522,23,9,1915
10.0,1.0,30.0,5.0,0.4,10.494541222496043,13.820795332482842,-24.067023857658505,0.058503364640394316,0.054985103972787205,6.398570546212554,0.602101971512731,0.7667059828725817,-21.46898746546055,60,43,1844
30.0,1.5,30.0,5.0,0.6,10.428040623058976,13.820795332482842,-24.5481871904283,0.05844764276023903,0.054985103972787205,6.297230590244005,0.5786654934846013,0.7667059828725817,-24.525762624605836,48,33,1866
30.0,1.0,30.0,5.0,0.4,10.426013052839707,13.820795332482842,-24.562857621257297,0.058365809681384856,0.054985103972787205,6.148402866112252,0.6021019715127305,0.7667059828725817,-21.468987465460625,61,43,1843
50.0,1.0,30.0,5.0,0.4,10.426013052839707,13.820795332482842,-24.562857621257297,0.058365809681384856,0.054985103972787205,6.148402866112252,0.6021019715127305,0.7667059828725817,-21.468987465460625,60,43,1844
10.0,2.0,45.0,5.0,0.4,10.239952256802603,13.820795332482842,-25.909095602220724,0.057689375394178476,0.054985103972787205,4.918189156702598,0.631041132530364,0.7667059828725817,-17.694507852140212,55,38,1854
50.0,1.5,60.0,10.0,0.6,10.169802241512683,13.820795332482842,-26.416664187112847,0.05541965907141055,0.054985103972787205,0.7903142255371717,0.6346948144861743,0.7667059828725817,-17.21796507858297,32,19,1896
30.0,1.5,60.0,10.0,0.6,10.169802241512683,13.820795332482842,-26.416664187112847,0.05541965907141055,0.054985103972787205,0.7903142255371717,0.6346948144861743,0.7667059828725817,-17.21796507858297,34,20,1893
50.0,2.0,60.0,10.0,0.6,10.03575912831315,13.820795332482842,-27.386529596265476,0.05459737719569029,0.054985103972787205,-0.7051487568138514,0.6525715007424907,0.7667059828725817,-14.886342963239787,26,12,1909
50.0,1.5,30.0,10.0,0.4,10.002355683031238,13.820795332482842,-27.628219343333825,0.0547605420160801,0.054985103972787205,-0.4084050778884512,0.6053177308561578,0.7667059828725817,-21.04956210355344,26,17,1904
10.0,1.5,30.0,10.0,0.4,10.002355683031238,13.820795332482842,-27.628219343333825,0.0547605420160801,0.054985103972787205,-0.4084050778884512,0.6053177308561578,0.7667059828725817,-21.04956210355344,29,17,1901
50.0,1.5,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,37,24,1886
50.0,1.0,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,43,26,1878
30.0,1.0,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,44,26,1877
10.0,1.0,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,43,27,1877
30.0,1.5,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,39,25,1883
10.0,1.5,60.0,10.0,0.4,9.983592556977237,13.820795332482842,-27.763979446877958,0.05563560778024848,0.054985103972787205,1.1830546101780899,0.6053177308561578,0.7667059828725817,-21.04956210355344,42,24,1881
10.0,1.5,30.0,5.0,0.4,9.896762882312899,13.820795332482842,-28.39223326712131,0.05723274467550328,0.054985103972787205,4.087726566505102,0.6021019715127305,0.7667059828725817,-21.468987465460625,58,38,1851
50.0,2.0,30.0,10.0,0.4,9.865196910603563,13.820795332482842,-28.620628022632573,0.053888406252514155,0.054985103972787205,-1.994536048919393,0.6053177308561578,0.7667059828725817,-21.04956210355344,23,13,1911
50.0,2.0,45.0,15.0,0.6,9.810313074552408,13.820795332482842,-29.017738570403743,0.05069710564712521,0.054985103972787205,-7.798472705960838,0.7020398340756646,0.7667059828725817,-8.434282533525494,15,7,1925
10.0,1.5,45.0,5.0,0.4,9.787272041984606,13.820795332482842,-29.18445135366629,0.056868721989375516,0.054985103972787205,3.4256878326910796,0.6132032256726522,0.7667059828725817,-20.02107204443715,65,43,1839
10.0,2.0,60.0,10.0,0.6,9.67212968943931,13.820795332482842,-30.017560807755945,0.05437190564870346,0.054985103972787205,-1.115208083242377,0.6525715007424907,0.7667059828725817,-14.886342963239787,29,16,1902
10.0,2.0,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,12,6,1929
30.0,2.0,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,11,6,1930
10.0,1.5,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,13,6,1928
10.0,1.0,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,14,6,1927
50.0,1.5,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,11,6,1930
30.0,1.0,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,15,6,1926
30.0,1.5,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,13,6,1928
50.0,1.0,30.0,15.0,0.6,9.57797029753269,13.820795332482842,-30.698848603728994,0.0509207502724244,0.054985103972787205,-7.391735955203976,0.6289593075881315,0.7667059828725817,-17.96603631138513,14,6,1927
10.0,1.5,45.0,5.0,0.6,9.52897261004909,13.820795332482842,-31.05337007883139,0.05642785827699991,0.054985103972787205,2.623900292935237,0.6553281902594653,0.7667059828725817,-14.526793203807072,60,37,1850
30.0,2.0,30.0,10.0,0.4,9.512877346943187,13.820795332482842,-31.16982693039965,0.05373071540524152,0.054985103972787205,-2.2813243531675385,0.6053177308561578,0.7667059828725817,-21.04956210355344,24,16,1907
10.0,2.0,30.0,10.0,0.4,9.512877346943187,13.820795332482842,-31.16982693039965,0.05373071540524152,0.054985103972787205,-2.2813243531675385,0.6053177308561578,0.7667059828725817,-21.04956210355344,26,16,1905
30.0,2.0,60.0,10.0,0.6,9.507463628748322,13.820795332482842,-31.208997745570766,0.05412658763392272,0.054985103972787205,-1.5613616722255883,0.6525715007424907,0.7667059828725817,-14.886342963239787,28,16,1903
10.0,2.0,60.0,10.0,0.4,9.495032418962928,13.820795332482842,-31.298943436005644,0.054563928344155584,0.054985103972787205,-0.7659813262153087,0.6053177308561578,0.7667059828725817,-21.04956210355344,34,21,1892
30.0,1.0,60.0,15.0,0.6,9.392623099336674,13.820795332482842,-32.03992336633978,0.051990193030897636,0.054985103972787205,-5.446767807098787,0.7359748684819715,0.7667059828725817,-4.008200676284203,25,11,1911
50.0,1.0,60.0,15.0,0.6,9.392623099336674,13.820795332482842,-32.03992336633978,0.051990193030897636,0.054985103972787205,-5.446767807098787,0.7359748684819715,0.7667059828725817,-4.008200676284203,24,11,1912
10.0,1.0,60.0,15.0,0.6,9.392623099336674,13.820795332482842,-32.03992336633978,0.051990193030897636,0.054985103972787205,-5.446767807098787,0.7359748684819715,0.7667059828725817,-4.008200676284203,24,11,1912
30.0,2.0,60.0,10.0,0.4,9.333381403647135,13.820795332482842,-32.46856509255292,0.05431775053347959,0.054985103972787205,-1.213698603967167,0.6053177308561578,0.7667059828725817,-21.04956210355344,33,21,1893
30.0,1.5,30.0,5.0,0.4,9.093068523550523,13.820795332482842,-34.207342596419196,0.05531733418740737,0.054985103972787205,0.6042185803351203,0.6021019715127305,0.7667059828725817,-21.468987465460625,53,39,1855
30.0,2.0,45.0,15.0,0.6,8.841644776123,13.820795332482842,-36.02651248772498,0.049300800501054905,0.054985103972787205,-10.337897104905961,0.7020398340756646,0.7667059828725817,-8.434282533525494,15,8,1924
10.0,1.5,45.0,15.0,0.6,8.841644776123,13.820795332482842,-36.02651248772498,0.049300800501054905,0.054985103972787205,-10.337897104905961,0.7020398340756646,0.7667059828725817,-8.434282533525494,18,8,1921
50.0,1.5,45.0,15.0,0.6,8.841644776123,13.820795332482842,-36.02651248772498,0.049300800501054905,0.054985103972787205,-10.337897104905961,0.7020398340756646,0.7667059828725817,-8.434282533525494,16,8,1923
10.0,2.0,45.0,15.0,0.6,8.841644776123,13.820795332482842,-36.02651248772498,0.049300800501054905,0.054985103972787205,-10.337897104905961,0.7020398340756646,0.7667059828725817,-8.434282533525494,17,8,1922
30.0,1.5,45.0,15.0,0.6,8.841644776123,13.820795332482842,-36.02651248772498,0.049300800501054905,0.054985103972787205,-10.337897104905961,0.7020398340756646,0.7667059828725817,-8.434282533525494,18,8,1921
10.0,1.0,60.0,5.0,0.6,8.800656617145332,13.820795332482842,-36.323081230634685,0.052633076015654756,0.054985103972787205,-4.277572991944321,0.6505925365249331,0.7667059828725817,-15.144455494218498,70,48,1829
50.0,1.0,60.0,5.0,0.6,8.743189322771904,13.820795332482842,-36.738884322938375,0.05250798885419242,0.054985103972787205,-4.505065808042744,0.6505925365249328,0.7667059828725817,-15.144455494218542,69,47,1831
50.0,1.0,30.0,10.0,0.4,8.682592471896108,13.820795332482842,-37.1773312387492,0.052164654839269416,0.054985103972787205,-5.129478585534119,0.6053177308561578,0.7667059828725817,-21.04956210355344,30,18,1899
30.0,1.5,30.0,10.0,0.4,8.682592471896108,13.820795332482842,-37.1773312387492,0.052164654839269416,0.054985103972787205,-5.129478585534119,0.6053177308561578,0.7667059828725817,-21.04956210355344,28,18,1901
30.0,1.0,30.0,10.0,0.4,8.682592471896108,13.820795332482842,-37.1773312387492,0.052164654839269416,0.054985103972787205,-5.129478585534119,0.6053177308561578,0.7667059828725817,-21.04956210355344,31,18,1898
10.0,1.0,30.0,10.0,0.4,8.682592471896108,13.820795332482842,-37.1773312387492,0.052164654839269416,0.054985103972787205,-5.129478585534119,0.6053177308561578,0.7667059828725817,-21.04956210355344,30,18,1899
10.0,2.0,60.0,5.0,0.6,8.673101301343854,13.820795332482842,-37.2460043528785,0.05172588022818477,0.054985103972787205,-5.927466730290195,0.6503074329804518,0.7667059828725817,-15.181641006116179,54,32,1861
30.0,1.0,30.0,10.0,0.6,8.524166729703502,13.820795332482842,-38.323616516704654,0.0511296974804237,0.054985103972787205,-7.0117290207755,0.5532584404477446,0.7667059828725817,-27.83955612621191,26,13,1908
10.0,1.0,30.0,10.0,0.6,8.524166729703502,13.820795332482842,-38.323616516704654,0.0511296974804237,0.054985103972787205,-7.0117290207755,0.5532584404477446,0.7667059828725817,-27.83955612621191,25,13,1909
10.0,1.0,30.0,5.0,0.2,8.35302651259438,13.820795332482842,-39.561897042477966,0.0541697284321729,0.054985103972787205,-1.482902607618679,0.6135325133530896,0.7667059828725817,-19.97812367990194,64,47,1836
30.0,1.0,30.0,5.0,0.2,8.298482192279357,13.820795332482842,-39.956551033097654,0.0540300797384005,0.054985103972787205,-1.7368781094955397,0.6135325133530897,0.7667059828725817,-19.978123679901927,65,47,1835
50.0,1.0,30.0,5.0,0.2,8.298482192279357,13.820795332482842,-39.956551033097654,0.0540300797384005,0.054985103972787205,-1.7368781094955397,0.6135325133530897,0.7667059828725817,-19.978123679901927,64,47,1836
30.0,1.5,45.0,5.0,0.4,8.277132752341751,13.820795332482842,-40.11102434251298,0.05404957437762371,0.054985103972787205,-1.7014237085493142,0.6132032256726528,0.7667059828725817,-20.021072044437066,59,44,1844
10.0,2.0,60.0,15.0,0.6,8.196157152020795,13.820795332482842,-40.69692116229035,0.04951437453223942,0.054985103972787205,-9.949475485679388,0.706562763913547,0.7667059828725817,-7.8443654155011195,19,9,1919
50.0,2.0,45.0,10.0,0.4,8.097963644097895,13.820795332482842,-41.40739769826883,0.049946543218590794,0.054985103972787205,-9.1635013670067,0.6053177308561578,0.7667059828725817,-21.04956210355344,27,15,1905
50.0,1.5,45.0,10.0,0.6,8.070147768273417,13.820795332482842,-41.60865873394239,0.049634159788268295,0.054985103972787205,-9.731625109169853,0.6346948144861742,0.7667059828725817,-17.217965078582985,27,16,1904
30.0,1.0,45.0,10.0,0.6,8.070147768273417,13.820795332482842,-41.60865873394239,0.049634159788268295,0.054985103972787205,-9.731625109169853,0.6346948144861742,0.7667059828725817,-17.217965078582985,32,18,1897
50.0,1.0,45.0,10.0,0.6,8.070147768273417,13.820795332482842,-41.60865873394239,0.049634159788268295,0.054985103972787205,-9.731625109169853,0.6346948144861742,0.7667059828725817,-17.217965078582985,31,18,1898
30.0,1.5,45.0,10.0,0.6,8.070147768273417,13.820795332482842,-41.60865873394239,0.049634159788268295,0.054985103972787205,-9.731625109169853,0.6346948144861742,0.7667059828725817,-17.217965078582985,29,17,1901
30.0,1.5,45.0,5.0,0.6,7.988033007552144,13.820795332482842,-42.20279791874227,0.053402359332022364,0.054985103972787205,-2.878497131783474,0.655328190259465,0.7667059828725817,-14.526793203807117,54,38,1855
30.0,1.0,60.0,5.0,0.6,7.9570336054206345,13.820795332482842,-42.42709327502073,0.05066027613265121,0.054985103972787205,-7.865453600444964,0.6505925365249328,0.7667059828725817,-15.144455494218542,71,46,1830
10.0,1.5,60.0,5.0,0.6,7.8501748475524655,13.820795332482842,-43.2002669983666,0.050206266433902205,0.054985103972787205,-8.691149408847359,0.655328190259465,0.7667059828725817,-14.526793203807117,68,38,1841
50.0,1.0,45.0,15.0,0.6,7.834659433786095,13.820795332482842,-43.31252836533659,0.04779706807352972,0.054985103972787205,-13.072696748586543,0.7359748684819718,0.7667059828725817,-4.00820067628416,19,9,1919
10.0,1.0,45.0,15.0,0.6,7.834659433786095,13.820795332482842,-43.31252836533659,0.04779706807352972,0.054985103972787205,-13.072696748586543,0.7359748684819718,0.7667059828725817,-4.00820067628416,19,9,1919
30.0,1.0,45.0,15.0,0.6,7.834659433786095,13.820795332482842,-43.31252836533659,0.04779706807352972,0.054985103972787205,-13.072696748586543,0.7359748684819718,0.7667059828725817,-4.00820067628416,20,9,1918
10.0,2.0,45.0,10.0,0.6,7.675224549506029,13.820795332482842,-44.4661152642421,0.048675229286369665,0.054985103972787205,-11.475607447319504,0.6525715007424909,0.7667059828725817,-14.886342963239759,26,14,1907
10.0,1.5,30.0,5.0,0.2,7.588906710915873,13.820795332482842,-45.090665708074255,0.05196759512667878,0.054985103972787205,-5.487866036593893,0.6307786339862681,0.7667059828725817,-17.728745036922884,62,42,1843
10.0,1.0,45.0,5.0,0.2,7.454012176771639,13.820795332482842,-46.066691551009605,0.05164129447678897,0.054985103972787205,-6.081300669456096,0.6677208134235765,0.7667059828725817,-12.910446984924015,70,54,1823
50.0,1.0,45.0,5.0,0.2,7.405338318597116,13.820795332482842,-46.418869967689616,0.05150213544236311,0.054985103972787205,-6.334385640423378,0.6677208134235774,0.7667059828725817,-12.9104469849239,69,53,1825
50.0,1.0,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,36,23,1888
50.0,1.5,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,32,21,1894
10.0,1.0,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,36,24,1887
30.0,1.5,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,34,22,1891
10.0,1.5,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,35,22,1890
30.0,1.0,45.0,10.0,0.4,7.378057369149774,13.820795332482842,-46.616260557674146,0.0495124335505751,0.054985103972787205,-9.953005499308677,0.6053177308561578,0.7667059828725817,-21.04956210355344,37,23,1887
10.0,1.0,60.0,5.0,0.2,7.261661889248046,13.820795332482842,-47.45843698169053,0.05096468710919261,0.054985103972787205,-7.311829155737071,0.6677208134235764,0.7667059828725817,-12.910446984924029,78,56,1813
50.0,1.0,60.0,5.0,0.2,7.214244056740317,13.820795332482842,-47.80152745779564,0.05082616603561149,0.054985103972787205,-7.56375388365915,0.6677208134235769,0.7667059828725817,-12.910446984923956,77,55,1815
30.0,1.0,45.0,5.0,0.2,7.134915634413463,13.820795332482842,-48.37550616465349,0.050699216703287496,0.054985103972787205,-7.794633382199017,0.6677208134235774,0.7667059828725817,-12.9104469849239,71,52,1824
50.0,2.0,60.0,5.0,0.6,7.027116488863016,13.820795332482842,-49.155484038264625,0.04784516296077339,0.054985103972787205,-12.985227809239863,0.630265472970559,0.7667059828725817,-17.79567565011393,43,28,1876
10.0,2.0,45.0,10.0,0.4,7.017002497771808,13.820795332482842,-49.22866355397193,0.048475211177804546,0.054985103972787205,-11.83937525735058,0.6053177308561578,0.7667059828725817,-21.04956210355344,31,19,1897
30.0,1.0,60.0,5.0,0.2,6.950799611902425,13.820795332482842,-49.7076727880772,0.05002736253879497,0.054985103972787205,-9.016517339761473,0.6677208134235769,0.7667059828725817,-12.910446984923956,79,54,1814
10.0,2.0,45.0,5.0,0.2,6.669650019201814,13.820795332482842,-51.74192324861204,0.04851222702941848,0.054985103972787205,-11.772055476283597,0.6406001072660424,0.7667059828725817,-16.44774899682721,59,41,1847
10.0,1.5,45.0,5.0,0.2,6.384583686158866,13.820795332482842,-53.80451318056018,0.04819954549380545,0.054985103972787205,-12.340721374901845,0.689372290393056,0.7667059828725817,-10.08648611163606,68,46,1833
30.0,2.0,60.0,5.0,0.6,6.244446554630403,13.820795332482842,-54.81847169855588,0.04569397656386219,0.054985103972787205,-16.897535400721086,0.6503074329804512,0.7667059828725817,-15.18164100611625,48,33,1866
10.0,2.0,30.0,5.0,0.2,6.237637445863,13.820795332482842,-54.86773882540059,0.047785049672821836,0.054985103972787205,-13.094554306069448,0.6638794805570972,0.7667059828725817,-13.411464709096077,54,39,1854
30.0,1.5,30.0,5.0,0.2,6.172971469237466,13.820795332482842,-55.33562779321962,0.04762818044500691,0.054985103972787205,-13.379848352057902,0.6307786339862681,0.7667059828725817,-17.728745036922884,57,43,1847
50.0,2.0,30.0,10.0,0.6,6.119578389097217,13.820795332482842,-55.721952015927414,0.044889348245307284,0.054985103972787205,-18.360892310900116,0.5751203220045038,0.7667059828725817,-24.98815258363745,18,8,1921
10.0,1.5,45.0,10.0,0.6,6.0814303157319864,13.820795332482842,-55.997971394317105,0.044618044874956575,0.054985103972787205,-18.854304800371775,0.7075444372218502,0.7667059828725817,-7.7163276369741745,30,17,1900
10.0,1.0,45.0,10.0,0.6,6.0814303157319864,13.820795332482842,-55.997971394317105,0.044618044874956575,0.054985103972787205,-18.854304800371775,0.7075444372218502,0.7667059828725817,-7.7163276369741745,31,19,1897
30.0,1.5,60.0,5.0,0.6,5.921847606628411,13.820795332482842,-57.15262787583312,0.04497467395270046,0.054985103972787205,-18.205712632717816,0.6660230680099098,0.7667059828725817,-13.131880683315902,60,40,1847
10.0,1.0,60.0,5.0,0.4,5.87170299000799,13.820795332482842,-57.51544792644603,0.04553158686467563,0.054985103972787205,-17.19286938657102,0.6241802824757546,0.7667059828725817,-18.589355447942726,75,54,1818
50.0,1.0,60.0,5.0,0.4,5.833361432226646,13.820795332482842,-57.79286725622389,0.04540252969143545,0.054985103972787205,-17.427582361386985,0.6241802824757546,0.7667059828725817,-18.589355447942726,74,53,1820
