lookback_period,body_multiplier,backcandles,test_candles,max_drawdown_threshold,Strategy Total Return,Buy and Hold Total Return,Strategy Total Return Improvement,Strategy Sharpe Ratio,Buy and Hold Sharpe Ratio,Strategy Sharpe Ratio Improvement,Strategy Max Drawdown,Buy and Hold Max Drawdown,Strategy Max Drawdown Improvement,Buy Signals,Sell Signals,Hold Signals
10.0,1.5,60.0,5.0,0.2,5.821787103196429,13.820795332482842,-57.87661300856142,0.04611316113510376,0.054985103972787205,-16.13517515957463,0.6893722903930564,0.7667059828725817,-10.086486111636017,76,46,1825
50.0,1.5,30.0,10.0,0.6,5.799119984345067,13.820795332482842,-58.040620348993464,0.04428952820638473,0.054985103972787205,-19.451769649641555,0.5532584404477446,0.7667059828725817,-27.83955612621191,21,12,1914
10.0,1.5,30.0,10.0,0.6,5.799119984345067,13.820795332482842,-58.040620348993464,0.04428952820638473,0.054985103972787205,-19.451769649641555,0.5532584404477446,0.7667059828725817,-27.83955612621191,24,12,1911
50.0,1.0,30.0,10.0,0.6,5.799119984345067,13.820795332482842,-58.040620348993464,0.04428952820638473,0.054985103972787205,-19.451769649641555,0.5532584404477446,0.7667059828725817,-27.83955612621191,25,13,1909
30.0,1.5,30.0,10.0,0.6,5.799119984345067,13.820795332482842,-58.040620348993464,0.04428952820638473,0.054985103972787205,-19.451769649641555,0.5532584404477446,0.7667059828725817,-27.83955612621191,23,13,1911
50.0,2.0,45.0,10.0,0.6,5.649123625907948,13.820795332482842,-59.125915043174956,0.043144276066627955,0.054985103972787205,-21.534610377420435,0.6525715007424909,0.7667059828725817,-14.886342963239759,22,10,1915
10.0,2.0,60.0,5.0,0.4,5.641948434259506,13.820795332482842,-59.17783095304722,0.04454901610762068,0.054985103972787205,-18.979845651163036,0.6310411325303636,0.7667059828725817,-17.694507852140255,59,38,1850
10.0,2.0,30.0,10.0,0.6,5.51533247561574,13.820795332482842,-60.09395738135906,0.04330456502352554,0.054985103972787205,-21.243096957755153,0.5751203220045038,0.7667059828725817,-24.98815258363745,21,11,1915
30.0,2.0,30.0,10.0,0.6,5.51533247561574,13.820795332482842,-60.09395738135906,0.04330456502352554,0.054985103972787205,-21.243096957755153,0.5751203220045038,0.7667059828725817,-24.98815258363745,19,11,1917
50.0,1.5,60.0,5.0,0.6,5.437319964552081,13.820795332482842,-60.65841484698918,0.04339097069389595,0.054985103972787205,-21.08595317857239,0.6639512174065535,0.7667059828725817,-13.402108208552349,58,40,1849
10.0,1.5,60.0,5.0,0.4,5.431497090937906,13.820795332482842,-60.70054609540214,0.0438622338806899,0.054985103972787205,-20.22887889345839,0.6132032256726516,0.7667059828725817,-20.021072044437226,73,44,1830
30.0,1.0,60.0,5.0,0.4,5.308846833260204,13.820795332482842,-61.587978798999444,0.04350845349389347,0.054985103972787205,-20.872290219863306,0.6241802824757546,0.7667059828725817,-18.589355447942726,76,52,1819
30.0,1.5,45.0,5.0,0.2,5.307432085306808,13.820795332482842,-61.59821517049156,0.0443365969416073,0.054985103972787205,-19.36616694668793,0.6825487798983532,0.7667059828725817,-10.976463579809392,62,47,1838
30.0,2.0,45.0,5.0,0.6,5.290654328390101,13.820795332482842,-61.719610188021946,0.044357089723629,0.054985103972787205,-19.328897249004275,0.581320393917155,0.7667059828725817,-24.17948902144355,42,32,1873
30.0,1.5,60.0,5.0,0.2,5.170474154006136,13.820795332482842,-62.589170669114566,0.043697373793462696,0.054985103972787205,-20.528705710752032,0.6825487798983525,0.7667059828725817,-10.97646357980948,68,48,1831
30.0,2.0,45.0,10.0,0.6,5.0913303191357,13.820795332482842,-63.161813798301395,0.041539678026679246,0.054985103972787205,-24.452851726464434,0.6525715007424909,0.7667059828725817,-14.886342963239759,23,14,1910
10.0,2.0,60.0,5.0,0.2,5.086474719646054,13.820795332482842,-63.1969463603055,0.04298892069006113,0.054985103972787205,-21.817151220925453,0.6994144823948863,0.7667059828725817,-8.776702149313802,63,41,1843
50.0,1.5,30.0,5.0,0.6,5.0610202600825005,13.820795332482842,-63.38112143092338,0.04402306805984102,0.054985103972787205,-19.936373892047982,0.5892064741653902,0.7667059828725817,-23.150922605581137,46,34,1867
50.0,1.0,60.0,10.0,0.2,5.047352439640588,13.820795332482842,-63.48001458513855,0.04238310898878803,0.054985103972787205,-22.91892544249085,0.7124807656144578,0.7667059828725817,-7.072491733397045,47,29,1871
30.0,1.0,60.0,10.0,0.2,5.047352439640588,13.820795332482842,-63.48001458513855,0.04238310898878803,0.054985103972787205,-22.91892544249085,0.7124807656144578,0.7667059828725817,-7.072491733397045,48,29,1870
10.0,1.0,60.0,10.0,0.2,5.047352439640588,13.820795332482842,-63.48001458513855,0.04238310898878803,0.054985103972787205,-22.91892544249085,0.7124807656144578,0.7667059828725817,-7.072491733397045,47,30,1870
30.0,2.0,30.0,5.0,0.4,4.923752541650918,13.820795332482842,-64.37431838615912,0.04300754794981625,0.054985103972787205,-21.783274300797533,0.631041132530364,0.7667059828725817,-17.694507852140212,43,35,1869
50.0,2.0,45.0,5.0,0.4,4.8949017037952105,13.820795332482842,-64.58306786230469,0.042929945327694785,0.054985103972787205,-21.92440820164433,0.6156951405765757,0.7667059828725817,-19.696056333122733,44,33,1870
50.0,2.0,30.0,5.0,0.4,4.8949017037952105,13.820795332482842,-64.58306786230469,0.042929945327694785,0.054985103972787205,-21.92440820164433,0.6156951405765757,0.7667059828725817,-19.696056333122733,40,31,1876
30.0,1.0,60.0,15.0,0.4,4.756525859210837,13.820795332482842,-65.58428263508372,0.040621812594870875,0.054985103972787205,-26.12215007363612,0.6610006554842259,0.7667059828725817,-13.786944376293317,30,16,1901
50.0,1.0,60.0,15.0,0.4,4.756525859210837,13.820795332482842,-65.58428263508372,0.040621812594870875,0.054985103972787205,-26.12215007363612,0.6610006554842259,0.7667059828725817,-13.786944376293317,29,16,1902
10.0,1.0,60.0,15.0,0.4,4.756525859210837,13.820795332482842,-65.58428263508372,0.040621812594870875,0.054985103972787205,-26.12215007363612,0.6610006554842259,0.7667059828725817,-13.786944376293317,29,16,1902
50.0,2.0,60.0,5.0,0.4,4.7339427614846485,13.820795332482842,-65.74768204288127,0.04114933265479589,0.054985103972787205,-25.162762854533856,0.6156951405765755,0.7667059828725817,-19.696056333122762,48,33,1866
10.0,1.5,60.0,10.0,0.2,4.724343216953269,13.820795332482842,-65.81713929407735,0.04102641159047254,0.054985103972787205,-25.386316245256157,0.7124807656144578,0.7667059828725817,-7.072491733397045,46,27,1874
30.0,2.0,45.0,10.0,0.4,4.654701284101956,13.820795332482842,-66.32103166188945,0.04087842157425019,0.054985103972787205,-25.65546189658673,0.6053177308561578,0.7667059828725817,-21.04956210355344,28,19,1900
30.0,2.0,30.0,5.0,0.6,4.637083451991339,13.820795332482842,-66.44850502132203,0.042049765372223234,0.054985103972787205,-23.525168938419807,0.6093091917524461,0.7667059828725817,-20.528963466598285,38,29,1880
50.0,2.0,60.0,15.0,0.4,4.612850536572472,13.820795332482842,-66.62384164150852,0.039744950180506354,0.054985103972787205,-27.716877283388218,0.7037020990899877,0.7667059828725817,-8.217476475994136,23,13,1911
50.0,1.5,30.0,5.0,0.4,4.41312090041592,13.820795332482842,-68.068980154537,0.04086871125686629,0.054985103972787205,-25.67312180205623,0.6120566164951606,0.7667059828725817,-20.170622094013602,51,40,1856
30.0,2.0,45.0,5.0,0.4,4.395676872695367,13.820795332482842,-68.19519595689067,0.04068322789502444,0.054985103972787205,-26.01045564056938,0.631041132530364,0.7667059828725817,-17.694507852140212,47,38,1862
10.0,1.5,30.0,10.0,0.2,4.359921836080132,13.820795332482842,-68.45390058101025,0.0397531072943838,0.054985103972787205,-27.70204214934632,0.6307186312391596,0.7667059828725817,-17.736571080862657,34,21,1892
50.0,1.5,60.0,5.0,0.2,4.321096052042818,13.820795332482842,-68.73482351708805,0.04003780083462789,0.054985103972787205,-27.184277300915742,0.6971435994960411,0.7667059828725817,-9.07288907749415,67,48,1832
30.0,2.0,60.0,5.0,0.4,4.28185048077738,13.820795332482842,-69.01878381257987,0.03923383262515841,0.054985103972787205,-28.646433687611633,0.6310411325303639,0.7667059828725817,-17.694507852140227,53,39,1855
10.0,2.0,60.0,15.0,0.4,4.157378621842095,13.820795332482842,-69.91939666401788,0.0380559157523818,0.054985103972787205,-30.788680928536333,0.7037020990899877,0.7667059828725817,-8.217476475994136,24,14,1909
50.0,1.5,60.0,15.0,0.4,4.157378621842095,13.820795332482842,-69.91939666401788,0.0380559157523818,0.054985103972787205,-30.788680928536333,0.7037020990899877,0.7667059828725817,-8.217476475994136,25,15,1907
30.0,2.0,60.0,15.0,0.4,4.157378621842095,13.820795332482842,-69.91939666401788,0.0380559157523818,0.054985103972787205,-30.788680928536333,0.7037020990899877,0.7667059828725817,-8.217476475994136,24,14,1909
30.0,1.5,60.0,15.0,0.4,4.157378621842095,13.820795332482842,-69.91939666401788,0.0380559157523818,0.054985103972787205,-30.788680928536333,0.7037020990899877,0.7667059828725817,-8.217476475994136,27,15,1905
10.0,1.5,60.0,15.0,0.4,4.157378621842095,13.820795332482842,-69.91939666401788,0.0380559157523818,0.054985103972787205,-30.788680928536333,0.7037020990899877,0.7667059828725817,-8.217476475994136,28,14,1905
50.0,2.0,30.0,15.0,0.4,4.152928918965181,13.820795332482842,-69.95159237178918,0.03787656233964518,0.054985103972787205,-31.11486638564737,0.6617174255549664,0.7667059828725817,-13.693457422134573,16,10,1921
30.0,1.5,60.0,5.0,0.4,4.1335380236052615,13.820795332482842,-70.0918946835841,0.038594292170319656,0.054985103972787205,-29.8095495292317,0.6241802824757546,0.7667059828725817,-18.589355447942726,65,46,1836
50.0,1.5,45.0,5.0,0.4,3.8962235054130905,13.820795332482842,-71.8089776189953,0.03819486181323196,0.054985103972787205,-30.535983287155265,0.6228801385827677,0.7667059828725817,-18.758930737823178,57,44,1846
30.0,1.5,60.0,10.0,0.2,3.8235868378326727,13.820795332482842,-72.33453831093102,0.03687803997648397,0.054985103972787205,-32.93085342762039,0.7124807656144578,0.7667059828725817,-7.072491733397045,43,28,1876
50.0,1.5,60.0,5.0,0.4,3.795330496993365,13.820795332482842,-72.53898631959879,0.036941405411535067,0.054985103972787205,-32.81561233417361,0.6228801385827678,0.7667059828725817,-18.758930737823164,63,46,1838
30.0,1.5,30.0,10.0,0.2,3.784650907408314,13.820795332482842,-72.61625820828635,0.03688256263169117,0.054985103972787205,-32.92262819045536,0.6794435496976159,0.7667059828725817,-11.381472836304699,33,22,1892
30.0,1.0,30.0,10.0,0.2,3.784650907408314,13.820795332482842,-72.61625820828635,0.03688256263169117,0.054985103972787205,-32.92262819045536,0.6794435496976159,0.7667059828725817,-11.381472836304699,36,22,1889
10.0,1.0,30.0,10.0,0.2,3.784650907408314,13.820795332482842,-72.61625820828635,0.03688256263169117,0.054985103972787205,-32.92262819045536,0.6794435496976159,0.7667059828725817,-11.381472836304699,35,22,1890
50.0,1.0,30.0,10.0,0.2,3.784650907408314,13.820795332482842,-72.61625820828635,0.03688256263169117,0.054985103972787205,-32.92262819045536,0.6794435496976159,0.7667059828725817,-11.381472836304699,35,22,1890
50.0,1.5,45.0,5.0,0.6,3.7601380692166497,13.820795332482842,-72.79362020231032,0.037477062438014776,0.054985103972787205,-31.841426622449188,0.6639512174065542,0.7667059828725817,-13.402108208552264,52,38,1857
50.0,1.0,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,19,11,1917
10.0,1.0,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,19,11,1917
10.0,2.0,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,17,11,1919
30.0,1.5,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,18,11,1918
30.0,2.0,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,16,11,1920
30.0,1.0,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,20,11,1916
10.0,1.5,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,18,11,1918
50.0,1.5,30.0,15.0,0.4,3.742869570312252,13.820795332482842,-72.91856597054561,0.03614452058635044,0.054985103972787205,-34.26488635133108,0.6617174255549664,0.7667059828725817,-13.693457422134573,16,11,1920
30.0,2.0,60.0,5.0,0.2,3.7317243965503426,13.820795332482842,-72.99920658126152,0.03671539819938286,0.054985103972787205,-33.22664586111584,0.6994144823948865,0.7667059828725817,-8.776702149313786,58,41,1848
50.0,1.5,30.0,10.0,0.2,3.7115068410299084,13.820795332482842,-73.14549017083843,0.03654148845230281,0.054985103972787205,-33.54293106295182,0.6307186312391593,0.7667059828725817,-17.7365710808627,31,21,1895
50.0,2.0,45.0,5.0,0.6,3.656949598703761,13.820795332482842,-73.54023765832869,0.03681680325872284,0.054985103972787205,-33.04222307746491,0.6238330823037121,0.7667059828725817,-18.634640104616675,39,28,1880
30.0,1.5,45.0,10.0,0.2,3.578893441218237,13.820795332482842,-74.10501092649271,0.03552103473133051,0.054985103972787205,-35.39880410354357,0.7124807656144578,0.7667059828725817,-7.072491733397045,38,25,1884
10.0,1.5,45.0,10.0,0.2,3.578893441218237,13.820795332482842,-74.10501092649271,0.03552103473133051,0.054985103972787205,-35.39880410354357,0.7124807656144578,0.7667059828725817,-7.072491733397045,39,25,1883
50.0,1.0,45.0,10.0,0.2,3.578893441218237,13.820795332482842,-74.10501092649271,0.03552103473133051,0.054985103972787205,-35.39880410354357,0.7124807656144578,0.7667059828725817,-7.072491733397045,40,26,1881
10.0,1.0,45.0,10.0,0.2,3.578893441218237,13.820795332482842,-74.10501092649271,0.03552103473133051,0.054985103972787205,-35.39880410354357,0.7124807656144578,0.7667059828725817,-7.072491733397045,40,27,1880
30.0,1.0,45.0,10.0,0.2,3.578893441218237,13.820795332482842,-74.10501092649271,0.03552103473133051,0.054985103972787205,-35.39880410354357,0.7124807656144578,0.7667059828725817,-7.072491733397045,41,26,1880
50.0,1.0,45.0,15.0,0.4,3.515159544704756,13.820795332482842,-74.56615585325164,0.03491072429163057,0.054985103972787205,-36.508760065438246,0.6856634165793046,0.7667059828725817,-10.570227454028554,24,14,1909
30.0,1.0,45.0,15.0,0.4,3.515159544704756,13.820795332482842,-74.56615585325164,0.03491072429163057,0.054985103972787205,-36.508760065438246,0.6856634165793046,0.7667059828725817,-10.570227454028554,25,14,1908
10.0,1.0,45.0,15.0,0.4,3.515159544704756,13.820795332482842,-74.56615585325164,0.03491072429163057,0.054985103972787205,-36.508760065438246,0.6856634165793046,0.7667059828725817,-10.570227454028554,24,14,1909
30.0,2.0,30.0,10.0,0.2,3.465468094161294,13.820795332482842,-74.92569703267043,0.03508160646540497,0.054985103972787205,-36.1979810336136,0.655198587521991,0.7667059828725817,-14.543697041832274,29,20,1898
10.0,2.0,30.0,10.0,0.2,3.465468094161294,13.820795332482842,-74.92569703267043,0.03508160646540497,0.054985103972787205,-36.1979810336136,0.655198587521991,0.7667059828725817,-14.543697041832274,31,20,1896
50.0,2.0,45.0,15.0,0.4,3.408980855329446,13.820795332482842,-75.3344089589594,0.034192120398227756,0.054985103972787205,-37.815666557346425,0.7252582597768319,0.7667059828725817,-5.405947523776923,20,12,1915
50.0,1.5,60.0,10.0,0.2,3.2549364964411267,13.820795332482842,-76.44899285360886,0.033691655967158375,0.054985103972787205,-38.725848397353616,0.7124807656144578,0.7667059828725817,-7.072491733397045,41,27,1879
30.0,1.5,60.0,15.0,0.2,3.1815241520391884,13.820795332482842,-76.98016593472235,0.03325097539873257,0.054985103972787205,-39.52730285789969,0.7424408700015069,0.7667059828725817,-3.164852422327765,32,19,1896
50.0,1.0,60.0,15.0,0.2,3.1815241520391884,13.820795332482842,-76.98016593472235,0.03325097539873257,0.054985103972787205,-39.52730285789969,0.7424408700015069,0.7667059828725817,-3.164852422327765,34,20,1893
10.0,1.0,60.0,15.0,0.2,3.1815241520391884,13.820795332482842,-76.98016593472235,0.03325097539873257,0.054985103972787205,-39.52730285789969,0.7424408700015069,0.7667059828725817,-3.164852422327765,34,20,1893
30.0,1.0,60.0,15.0,0.2,3.1815241520391884,13.820795332482842,-76.98016593472235,0.03325097539873257,0.054985103972787205,-39.52730285789969,0.7424408700015069,0.7667059828725817,-3.164852422327765,35,20,1892
30.0,1.5,45.0,15.0,0.4,3.0723787857098626,13.820795332482842,-77.7698843532623,0.0324003370251227,0.054985103972787205,-41.07433707653255,0.7252582597768319,0.7667059828725817,-5.405947523776923,23,13,1911
10.0,2.0,45.0,15.0,0.4,3.0723787857098626,13.820795332482842,-77.7698843532623,0.0324003370251227,0.054985103972787205,-41.07433707653255,0.7252582597768319,0.7667059828725817,-5.405947523776923,22,13,1912
10.0,1.5,45.0,15.0,0.4,3.0723787857098626,13.820795332482842,-77.7698843532623,0.0324003370251227,0.054985103972787205,-41.07433707653255,0.7252582597768319,0.7667059828725817,-5.405947523776923,23,13,1911
30.0,2.0,45.0,15.0,0.4,3.0723787857098626,13.820795332482842,-77.7698843532623,0.0324003370251227,0.054985103972787205,-41.07433707653255,0.7252582597768319,0.7667059828725817,-5.405947523776923,20,13,1914
50.0,1.5,45.0,15.0,0.4,3.0723787857098626,13.820795332482842,-77.7698843532623,0.0324003370251227,0.054985103972787205,-41.07433707653255,0.7252582597768319,0.7667059828725817,-5.405947523776923,21,13,1913
50.0,1.5,45.0,10.0,0.2,3.04663431818331,13.820795332482842,-77.9561577688453,0.032329399081886284,0.054985103972787205,-41.20335009662527,0.7124807656144578,0.7667059828725817,-7.072491733397045,36,24,1887
50.0,2.0,60.0,5.0,0.2,3.0115518658956124,13.820795332482842,-78.20999592680748,0.03235464609721891,0.054985103972787205,-41.15743399661186,0.6956483113629134,0.7667059828725817,-9.267916658670103,53,38,1856
50.0,1.5,30.0,5.0,0.2,3.0036323816655472,13.820795332482842,-78.26729714601774,0.032688740042327136,0.054985103972787205,-40.5498258973827,0.6400158439130631,0.7667059828725817,-16.523953352346954,56,44,1847
10.0,1.5,60.0,15.0,0.2,2.9779200535339756,13.820795332482842,-78.45333801785628,0.031883920067432105,0.054985103972787205,-42.01353136803771,0.7424408700015069,0.7667059828725817,-3.164852422327765,33,18,1896
50.0,2.0,30.0,5.0,0.6,2.861436028989252,13.820795332482842,-79.29615510430101,0.03178690813180235,0.054985103972787205,-42.18996449013886,0.6489799002016026,0.7667059828725817,-15.35478857617627,35,26,1886
30.0,2.0,45.0,10.0,0.2,2.8446705008123776,13.820795332482842,-79.41746164110698,0.030913879208108914,0.054985103972787205,-43.777719828612916,0.7315406448383933,0.7667059828725817,-4.586548014459999,33,22,1892
10.0,2.0,60.0,10.0,0.2,2.8446705008123776,13.820795332482842,-79.41746164110698,0.030913879208108914,0.054985103972787205,-43.777719828612916,0.7315406448383933,0.7667059828725817,-4.586548014459999,39,24,1884
30.0,2.0,60.0,10.0,0.2,2.8446705008123776,13.820795332482842,-79.41746164110698,0.030913879208108914,0.054985103972787205,-43.777719828612916,0.7315406448383933,0.7667059828725817,-4.586548014459999,38,24,1885
10.0,2.0,45.0,10.0,0.2,2.8446705008123776,13.820795332482842,-79.41746164110698,0.030913879208108914,0.054985103972787205,-43.777719828612916,0.7315406448383933,0.7667059828725817,-4.586548014459999,36,22,1889
30.0,2.0,45.0,5.0,0.2,2.7877117793290944,13.820795332482842,-79.8295849676815,0.03080276180413633,0.054985103972787205,-43.97980620463864,0.6406001072660421,0.7667059828725817,-16.447748996827258,52,41,1854
50.0,1.5,60.0,15.0,0.2,2.708362465922503,13.820795332482842,-80.40371483139562,0.03000172910782788,0.054985103972787205,-45.43662384874983,0.7424408700015064,0.7667059828725817,-3.1648524223278374,30,19,1898
50.0,2.0,60.0,10.0,0.2,2.665059980745347,13.820795332482842,-80.71702882046382,0.02959468994323445,0.054985103972787205,-46.17689554996346,0.7356626134747442,0.7667059828725817,-4.048927501716999,36,22,1889
50.0,2.0,60.0,15.0,0.2,2.535038715434527,13.820795332482842,-81.65779425532438,0.02862931613332512,0.054985103972787205,-47.93259616732903,0.7424408700015064,0.7667059828725817,-3.1648524223278374,28,18,1901
30.0,2.0,60.0,15.0,0.2,2.535038715434527,13.820795332482842,-81.65779425532438,0.02862931613332512,0.054985103972787205,-47.93259616732903,0.7424408700015064,0.7667059828725817,-3.1648524223278374,29,18,1900
50.0,1.5,45.0,5.0,0.2,2.526970357352825,13.820795332482842,-81.71617264736048,0.028834610981599652,0.054985103972787205,-47.559231685966715,0.697143599496041,0.7667059828725817,-9.072889077494164,61,47,1839
10.0,1.0,45.0,15.0,0.2,2.2437643003204246,13.820795332482842,-83.76530260131315,0.02615139172510808,0.054985103972787205,-52.439133809675575,0.7715354608203402,0.7667059828725817,0.629899603713026,29,18,1900
30.0,1.0,45.0,15.0,0.2,2.2437643003204246,13.820795332482842,-83.76530260131315,0.02615139172510808,0.054985103972787205,-52.439133809675575,0.7715354608203402,0.7667059828725817,0.629899603713026,30,18,1899
10.0,1.5,45.0,15.0,0.2,2.2437643003204246,13.820795332482842,-83.76530260131315,0.02615139172510808,0.054985103972787205,-52.439133809675575,0.7715354608203402,0.7667059828725817,0.629899603713026,28,17,1902
30.0,1.5,45.0,15.0,0.2,2.2437643003204246,13.820795332482842,-83.76530260131315,0.02615139172510808,0.054985103972787205,-52.439133809675575,0.7715354608203402,0.7667059828725817,0.629899603713026,28,17,1902
50.0,1.0,45.0,15.0,0.2,2.2437643003204246,13.820795332482842,-83.76530260131315,0.02615139172510808,0.054985103972787205,-52.439133809675575,0.7715354608203402,0.7667059828725817,0.629899603713026,29,18,1900
30.0,2.0,30.0,5.0,0.2,2.190410290696818,13.820795332482842,-84.15134413032857,0.02570771133618549,0.054985103972787205,-53.24604396691047,0.6638794805570963,0.7667059828725817,-13.411464709096194,48,39,1860
50.0,2.0,30.0,10.0,0.2,2.1233710663054874,13.820795332482842,-84.6364046697446,0.024987181666184445,0.054985103972787205,-54.55645281938376,0.7795218078328913,0.7667059828725817,1.6715436225361215,28,18,1901
50.0,2.0,45.0,10.0,0.2,2.0080345796767403,13.820795332482842,-85.47091877587333,0.023798200187829067,0.054985103972787205,-56.71882297502414,0.7655228948754353,0.7667059828725817,-0.15430791249518774,32,20,1895
50.0,2.0,45.0,5.0,0.2,1.9131058803248098,13.820795332482842,-86.15777287557061,0.022699977502658005,0.054985103972787205,-58.71613243853735,0.6905461018832547,0.7667059828725817,-9.933388116260986,49,38,1860
10.0,2.0,60.0,15.0,0.2,1.9100678552038302,13.820795332482842,-86.17975442618253,0.02272053108537571,0.054985103972787205,-58.678752164185454,0.7715354608203406,0.7667059828725817,0.629899603713084,29,18,1900
50.0,2.0,45.0,15.0,0.2,1.9100678552038302,13.820795332482842,-86.17975442618253,0.02272053108537571,0.054985103972787205,-58.678752164185454,0.7715354608203406,0.7667059828725817,0.629899603713084,25,17,1905
30.0,2.0,45.0,15.0,0.2,1.9100678552038302,13.820795332482842,-86.17975442618253,0.02272053108537571,0.054985103972787205,-58.678752164185454,0.7715354608203406,0.7667059828725817,0.629899603713084,25,17,1905
10.0,2.0,45.0,15.0,0.2,1.9100678552038302,13.820795332482842,-86.17975442618253,0.02272053108537571,0.054985103972787205,-58.678752164185454,0.7715354608203406,0.7667059828725817,0.629899603713084,27,17,1903
50.0,1.5,45.0,15.0,0.2,1.9100678552038302,13.820795332482842,-86.17975442618253,0.02272053108537571,0.054985103972787205,-58.678752164185454,0.7715354608203406,0.7667059828725817,0.629899603713084,26,17,1904
10.0,1.0,30.0,15.0,0.2,1.7698535071340524,13.820795332482842,-87.19427164242578,0.021265250435409663,0.054985103972787205,-61.325433801245346,0.814519312485527,0.7667059828725817,6.236201448931608,24,15,1908
10.0,1.5,30.0,15.0,0.2,1.7698535071340524,13.820795332482842,-87.19427164242578,0.021265250435409663,0.054985103972787205,-61.325433801245346,0.814519312485527,0.7667059828725817,6.236201448931608,23,15,1909
50.0,1.0,30.0,15.0,0.2,1.7698535071340524,13.820795332482842,-87.19427164242578,0.021265250435409663,0.054985103972787205,-61.325433801245346,0.814519312485527,0.7667059828725817,6.236201448931608,24,15,1908
30.0,1.0,30.0,15.0,0.2,1.7698535071340524,13.820795332482842,-87.19427164242578,0.021265250435409663,0.054985103972787205,-61.325433801245346,0.814519312485527,0.7667059828725817,6.236201448931608,25,15,1907
30.0,1.5,30.0,15.0,0.2,1.7698535071340524,13.820795332482842,-87.19427164242578,0.021265250435409663,0.054985103972787205,-61.325433801245346,0.814519312485527,0.7667059828725817,6.236201448931608,23,15,1909
30.0,2.0,30.0,15.0,0.2,1.506637881667765,13.820795332482842,-89.09876135618092,0.017949473113885225,0.054985103972787205,-67.35575307310751,0.8145193124855269,0.7667059828725817,6.236201448931593,21,15,1911
50.0,1.5,30.0,15.0,0.2,1.506637881667765,13.820795332482842,-89.09876135618092,0.017949473113885225,0.054985103972787205,-67.35575307310751,0.8145193124855269,0.7667059828725817,6.236201448931593,21,15,1911
10.0,2.0,30.0,15.0,0.2,1.506637881667765,13.820795332482842,-89.09876135618092,0.017949473113885225,0.054985103972787205,-67.35575307310751,0.8145193124855269,0.7667059828725817,6.236201448931593,22,15,1910
50.0,2.0,30.0,15.0,0.2,1.506637881667765,13.820795332482842,-89.09876135618092,0.017949473113885225,0.054985103972787205,-67.35575307310751,0.8145193124855269,0.7667059828725817,6.236201448931593,21,15,1911
50.0,2.0,30.0,5.0,0.2,1.5031994478512962,13.820795332482842,-89.12364005334523,0.017184718265505595,0.054985103972787205,-68.74659312454784,0.7105903282624881,0.7667059828725817,-7.319057874029844,45,36,1866
